product,helpful_count,total_comments,review_country,reviewed_at,review_text,Review rating out of 5,review_title
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,it's nice as always,5,compact and secure
Apple iPhone XR (64GB) - Black,0,0, India ,10/31/19,Mast phone hai bhai,4,Jhakkas
Apple iPhone XR (64GB) - Black,0,0, India ,4/17/20,Absolutely perfect!,5,Worth buying...
Apple iPhone XR (64GB) - Black,0,0, India ,1/29/20,Connectivity issues,4,"Great product, but have connectivity issues"
Apple iPhone XR (64GB) - Black,0,0, India ,1/26/20,Good phone to buy..,4,Nice one...
Apple iPhone XR (64GB) - Black,0,0, India ,11/23/19,Very good excellent,5,Very very good
Apple iPhone XR (64GB) - Black,0,0, India ,12/30/19,It’s a good product,4,iPhone XR
Apple iPhone XR (64GB) - Black,0,0, India ,10/15/19,Good,5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,7/25/19,Good product,4,Good product
Apple iPhone XR (64GB) - Black,0,0, India ,7/30/19,Go for the red.,5,Distinctive !
Apple iPhone XR (64GB) - Black,0,0, India ,7/6/19,Awesome,5,Good Phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/2/19,Awsum phone,5,Awsum phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/29/19,Not as good,3,Not as good as other android phones
Apple iPhone XR (64GB) - Black,0,0, India ,11/25/19,Great phone,5,Amazing Amazon! Great service
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,Good One 😊,4,Ok 👍
Apple iPhone XR (64GB) - Black,0,0, India ,11/11/19,It's awsome,4,Good
Apple iPhone XR (64GB) - Black,0,0, India ,2/22/20,Best option,5,Nice phone
Apple iPhone XR (64GB) - Black,0,0, India ,2/28/20,Great Phone,5,Great Phone
Apple iPhone XR (64GB) - Black,0,0, India ,10/11/19,Good product worth for money,5,👍
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,Awesome,5,Awesome
Apple iPhone XR (64GB) - Black,0,0, India ,8/19/19,Best at this price point,5,Worth it!
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,Bad,5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,10/27/19,Just awesome,5,Fabulous
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,Excellent performence.,5,Right for daily life.
Apple iPhone XR (64GB) - Black,0,0, India ,9/3/19,Great buy,5,iPhone CR
Apple iPhone XR (64GB) - Black,0,0, India ,8/17/19,game sensor good,5,looking good and camera result awesome
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,Nice phone and should have a bit more ram,5,Must use
Apple iPhone XR (64GB) - Black,0,0, India ,10/17/19,Awesome worth of money loved it,5,Bubble phone
Apple iPhone XR (64GB) - Black,0,0, India ,10/15/19,Product are not Good,1,Not good it's bad
Apple iPhone XR (64GB) - Black,0,0, India ,8/2/19,Awesome phone ❤️💯,5,Must buy ❤️💯
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,Good i love amazon,5,Regarding amazon
Apple iPhone XR (64GB) - Black,0,0, India ,10/5/19,Nice,5,Nice for price
Apple iPhone XR (64GB) - Black,0,0, India ,5/26/19,Good,5,One day delivery
Apple iPhone XR (64GB) - Black,0,0, India ,11/12/19,Improved face recognition.,5,Got it in good deal
Apple iPhone XR (64GB) - Black,0,0, India ,11/9/19,Good phone. Got it for 38k,5,Good phone
Apple iPhone XR (64GB) - Black,0,0, India ,10/5/19,Phone is getting heated up,3,Good
Apple iPhone XR (64GB) - Black,0,0, India ,2/20/20,Superb PHON I m very happy,5,Smart PHON ka baap
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,I really liked the product,5,5 stars
Apple iPhone XR (64GB) - Black,0,0, India ,1/24/20,Best phone in battery life,5,Superb battery life
Apple iPhone XR (64GB) - Black,0,0, India ,11/7/19,It is very goodbye,5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,One word.. perfect,5,iPhone xr
Apple iPhone XR (64GB) - Black,0,0, India ,1/25/20,Display not like x,4,Nice delivery on time
Apple iPhone XR (64GB) - Black,0,0, India ,10/10/19,Just awesome phone,5,Nice
Apple iPhone XR (64GB) - Black,0,0, India ,11/7/19,Excellent purchase,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,12/7/19,Awesome experience,5,Perfect mobile
Apple iPhone XR (64GB) - Black,0,0, India ,12/6/19,great phone to use,5,Great
Apple iPhone XR (64GB) - Black,0,0, India ,2/22/20,Everything is good,5,Apple
Apple iPhone XR (64GB) - Black,0,0, India ,8/21/19,One of the best product from apple,5,Best in class
Apple iPhone XR (64GB) - Black,0,0, India ,9/30/19,All Good,5,Its awesome
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,Top brands,5,Brands
Apple iPhone XR (64GB) - Black,0,0, India ,11/6/19,Nice phone,5,Nice phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/8/19,Amazing 👌,5,Must buy
Apple iPhone XR (64GB) - Black,0,0, India ,3/4/20,Nice phone,4,Good
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,Better but,5,Satisfied
Apple iPhone XR (64GB) - Black,0,0, India ,11/2/19,Nice phone,5,Nice phone
Apple iPhone XR (64GB) - Black,0,0, India ,12/28/19,Awesome!!!,5,The best
Apple iPhone XR (64GB) - Black,0,0, India ,11/6/19,Nice phone,5,Good buy
Apple iPhone XR (64GB) - Black,0,0, India ,11/11/19,Best phone,5,Best phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,Nice phone,5,Great phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/8/19,Good phone,4,Value for money
Apple iPhone XR (64GB) - Black,0,0, India ,10/3/19,Excellent mobile phone apple is always amazing,5,O S M
Apple iPhone XR (64GB) - Black,0,0, India ,9/27/19,No warranty card.....but I'm happy with the phone,5,Warranty card
Apple iPhone XR (64GB) - Black,0,0, India ,9/18/19,Brilliant iphone xr,5,Brilliant
Apple iPhone XR (64GB) - Black,0,0, India ,6/30/19,It’s an iPhone,5,Loving it
Apple iPhone XR (64GB) - Black,0,0, India ,11/11/19,na,4,na
Apple iPhone XR (64GB) - Black,0,0, India ,3/12/19,Great battery life and performance true depth control is awesome,5,Battery life camera
Apple iPhone XR (64GB) - Black,0,0, India ,10/8/19,Phone Charger is Defective.,4,Defective Charger
Apple iPhone XR (64GB) - Black,0,0, India ,7/31/19,Excellent product,5,Excellent product
Apple iPhone XR (64GB) - Black,0,0, India ,10/1/19,Excellent Phone👍 Recommending others to buy.,5,Technology at its peak
Apple iPhone XR (64GB) - Black,0,0, India ,8/11/19,Good one,5,Good one
Apple iPhone XR (64GB) - Black,0,0, India ,11/8/19,Very Happy with the product,5,iPhone XR
Apple iPhone XR (64GB) - Black,0,0, India ,10/19/19,Product’s display is damaged. Black line on screen,1,Damage product
Apple iPhone XR (64GB) - Black,0,0, India ,11/14/19,Good item,5,Nice product
Apple iPhone XR (64GB) - Black,0,0, India ,5/25/19,As usual Apple at its best,4,Fantastic Apple
Apple iPhone XR (64GB) - Black,0,0, India ,7/23/19,Excellent Product value for money.,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,7/30/19,"super and exact delivery, i loved it",5,super
Apple iPhone XR (64GB) - Black,0,0, India ,11/13/19,Product i bought is good.,5,This product is good
Apple iPhone XR (64GB) - Black,0,0, India ,11/18/19,Awesome phone... Must buy,5,Iphone is iphone... No one can replace
Apple iPhone XR (64GB) - Black,0,0, India ,3/3/20,Weight is heavy to handle,3,Weight
Apple iPhone XR (64GB) - Black,0,0, India ,1/26/20,Best iphone model in 2019,5,Best model
Apple iPhone XR (64GB) - Black,0,0, India ,1/24/20,Battery life is brilliant,4,Camera and battery
Apple iPhone XR (64GB) - Black,0,0, India ,10/7/19,No chipest phone all over,5,Complete
Apple iPhone XR (64GB) - Black,0,0, India ,3/2/20,Nice and budget mobile 📲,5,Excellent performance
Apple iPhone XR (64GB) - Black,0,0, India ,1/21/20,Amazing phone loved it ❤️,5,Awesome 😎
Apple iPhone XR (64GB) - Black,0,0, India ,3/4/20,Absolute Beast of a phone,5,Utility efficient
Apple iPhone XR (64GB) - Black,0,0, India ,2/1/20,Camera is just awesome 🔥,4,Worth it ❤️
Apple iPhone XR (64GB) - Black,0,0, India ,1/5/20,this product is very nice,5,you can buy  this product it is fantastic
Apple iPhone XR (64GB) - Black,0,0, India ,11/21/19,Best Product 👍👍😍😍😘😘,5,Iphone XR....
Apple iPhone XR (64GB) - Black,0,0, India ,8/22/19,Awesome battery backup...,5,Awesome Battery backup...
Apple iPhone XR (64GB) - Black,0,0, India ,9/1/19,Camera quality isn’t good,5,I
Apple iPhone XR (64GB) - Black,0,0, India ,12/2/19,Didn’t got the phone bill,4,Bill ?
Apple iPhone XR (64GB) - Black,0,0, India ,12/11/19,Good and worth for money!,4,Good product
Apple iPhone XR (64GB) - Black,0,0, India ,1/25/20,Make battery life batter.,4,Give your best
Apple iPhone XR (64GB) - Black,0,0, India ,11/7/19,product is good n genuine,5,nice
Apple iPhone XR (64GB) - Black,0,1, India ,8/26/19,Best iPhone ever.,5,Steat at 47499/-
Apple iPhone XR (64GB) - Black,0,0, India ,10/14/19,Excellent product,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,10/16/19,Phone is too good,4,Phone is too good
Apple iPhone XR (64GB) - Black,0,0, India ,10/12/19,Product is superb,5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,3/2/20,Very good product,5,Its  a good experience for me
Apple iPhone XR (64GB) - Black,0,0, India ,3/5/20,Smooth experience,5,Smoother Iphone
Apple iPhone XR (64GB) - Black,0,0, India ,3/5/20,"iphone is iphone,",5,Best mobile in this range
Apple iPhone XR (64GB) - Black,0,0, India ,1/14/20,Very nice product,5,I phone XR
Apple iPhone XR (64GB) - Black,0,0, India ,10/4/19,Quality product!!,5,Quality product!!
Apple iPhone XR (64GB) - Black,0,0, India ,3/5/20,Nice mobile phone,5,Nice phone
Apple iPhone XR (64GB) - Black,0,0, India ,12/14/19,Best phone to buy,5,Excellent build quality
Apple iPhone XR (64GB) - Black,0,0, India ,7/22/19,Thank you Amazon...loved the phone,5,Iphone xr
Apple iPhone XR (64GB) - Black,0,0, India ,10/19/19,All in all a good product,5,Best phone
Apple iPhone XR (64GB) - Black,0,0, India ,9/9/19,Excellent,5,Great value
Apple iPhone XR (64GB) - Black,0,0, India ,10/11/19,Excellent,5,Worth buy
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,Very good,5,Nice
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,Excellent,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,Excellent,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,11/13/19,Excellent,4,Good product
Apple iPhone XR (64GB) - Black,0,0, India ,3/6/20,Excellent,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,8/22/19,Excellent,5,Excellent phone
Apple iPhone XR (64GB) - Black,0,0, India ,9/14/19,Excellent,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,11/7/19,Osm phone,5,Good phone
Apple iPhone XR (64GB) - Black,0,0, India ,2/11/20,It’s good,5,Nice
Apple iPhone XR (64GB) - Black,0,0, India ,11/21/19,Good one.,5,Nice product
Apple iPhone XR (64GB) - Black,0,0, India ,9/26/19,Little bit of big in size,5,Worth money
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,Excellent,5,I like to buy it
Apple iPhone XR (64GB) - Black,0,0, India ,11/29/19,Awesome phone and battery backup is good,5,Awesome phone and features
Apple iPhone XR (64GB) - Black,0,0, India ,1/24/20,1,4,1
Apple iPhone XR (64GB) - Black,0,0, India ,8/12/19,Worth the price,5,Good product
Apple iPhone XR (64GB) - Black,0,0, India ,7/19/19,The product is really good,5,Good purchase
Apple iPhone XR (64GB) - Black,0,0, India ,10/7/19,Perfect XR,5,Xr
Apple iPhone XR (64GB) - Black,0,0, India ,8/20/19,Nothing dislike about this phone,5,Grt phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/14/19,Fantastic,5,Just go for it.
Apple iPhone XR (64GB) - Black,0,0, India ,10/31/19,best,5,best
Apple iPhone XR (64GB) - Black,0,0, India ,10/27/19,Ok,4,Ok
Apple iPhone XR (64GB) - Black,0,0, India ,8/20/19,Battery life isn't great,5,Battery life is disappointing
Apple iPhone XR (64GB) - Black,0,0, India ,8/20/19,Battery life isn't great,5,Battery life is disappointing
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,Really good battery life,5,Awesome
Apple iPhone XR (64GB) - Black,0,0, India ,10/26/19,iPhone never disappoints,5,Excellent product
Apple iPhone XR (64GB) - Black,0,0, India ,1/4/20,The phone is perfect....,5,Nice phone!
Apple iPhone XR (64GB) - Black,0,0, India ,1/27/20,Just like i wanted it 😊,5,Cool product
Apple iPhone XR (64GB) - Black,0,0, India ,3/9/20,The best phone ever used,5,Powerhouse
Apple iPhone XR (64GB) - Black,0,0, India ,3/2/20,Everything at  it’s best,5,Best phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,Face ID is great,5,Value for money
Apple iPhone XR (64GB) - Black,0,0, India ,10/5/19,Apple is awesome,5,Great Look
Apple iPhone XR (64GB) - Black,0,0, India ,11/1/19,Its really good.,5,Great
Apple iPhone XR (64GB) - Black,0,0, India ,12/29/19,Awesome loved it,5,Awesome
Apple iPhone XR (64GB) - Black,0,0, India ,10/19/19,i like the phone,5,Super phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,Good performance,5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,3/3/20,Just Awesome!!!!,5,Brand name is enough
Apple iPhone XR (64GB) - Black,0,0, India ,1/10/20,Excellent phone.,5,Superb
Apple iPhone XR (64GB) - Black,0,0, India ,1/6/20,Camera very good,5,Apple review
Apple iPhone XR (64GB) - Black,0,0, India ,11/10/19,Excellent mobile,5,iPhone XR
Apple iPhone XR (64GB) - Black,0,0, India ,3/2/20,Good one,5,I Love Apple
Apple iPhone XR (64GB) - Black,0,0, India ,3/3/20,good one,4,nice
Apple iPhone XR (64GB) - Black,0,0, India ,11/1/19,Good one,5,Hi
Apple iPhone XR (64GB) - Black,0,0, India ,11/2/19,Good one,5,Nice
Apple iPhone XR (64GB) - Black,0,0, India ,10/1/19,Worth it,5,IOS TO ANDROID
Apple iPhone XR (64GB) - Black,0,0, India ,3/2/20,Good one,5,Superb phone
Apple iPhone XR (64GB) - Black,0,0, India ,10/24/19,Good one,5,It’s Xr
Apple iPhone XR (64GB) - Black,0,0, India ,11/2/19,Nice one,5,Best fo value
Apple iPhone XR (64GB) - Black,0,0, India ,9/11/19,it is d best till now,5,good one
Apple iPhone XR (64GB) - Black,0,0, India ,12/29/19,Good,4,Good
Apple iPhone XR (64GB) - Black,0,0, India ,10/9/19,Good,5,Best mobile
Apple iPhone XR (64GB) - Black,0,0, India ,8/19/19,The phone is really good,5,Awesome phone
Apple iPhone XR (64GB) - Black,0,0, India ,8/29/19,Great!!,5,Amazing product!!!! Truely satisfied
Apple iPhone XR (64GB) - Black,0,0, India ,10/2/19,osm iphone and tnq Amazon ☺️☺️,5,👌🏻
Apple iPhone XR (64GB) - Black,0,0, India ,1/2/20,Perfect!,5,Yo
Apple iPhone XR (64GB) - Black,0,0, India ,9/17/19,Very good,5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,8/24/19,Awesome product,5,Production
Apple iPhone XR (64GB) - Black,0,0, India ,8/1/19,nothing special,3,not worth
Apple iPhone XR (64GB) - Black,0,0, India ,8/18/19,Good one,5,Value for money
Apple iPhone XR (64GB) - Black,0,0, India ,1/4/20,Camera quality is good.,5,Value for money product from apple
Apple iPhone XR (64GB) - Black,0,0, India ,11/6/19,good product tnq amazon,4,nice phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/9/19,The best choice ever!!!,5,The best choice ever!!!
Apple iPhone XR (64GB) - Black,0,0, India ,1/20/20,Ear phone not working .,3,Ok
Apple iPhone XR (64GB) - Black,0,0, India ,8/22/19,Face reading is awesome,4,I loved this mobile
Apple iPhone XR (64GB) - Black,0,0, India ,11/11/19,Face reader is too fast,5,Amazing phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/25/19,Excellent I love iPhone,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,I am enjoying it!! 👍🏻,5,1 number!!!
Apple iPhone XR (64GB) - Black,0,0, India ,3/4/20,God’s proud from iPhone,5,Good product
Apple iPhone XR (64GB) - Black,0,0, India ,3/16/20,Awesome Product love it,5,Love you Apple
Apple iPhone XR (64GB) - Black,0,0, India ,3/7/20,More then u can imagine,5,Mind blowing
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,Overall nice experience,5,Great Experience
Apple iPhone XR (64GB) - Black,0,0, India ,2/1/20,It’s good phone,5,iPhone XR is good phone
Apple iPhone XR (64GB) - Black,0,0, India ,2/29/20,Great product🔥,5,Best phone
Apple iPhone XR (64GB) - Black,0,0, India ,2/29/20,Great product🔥,5,Best phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/24/19,value for money,5,I phone XR
Apple iPhone XR (64GB) - Black,0,0, India ,9/12/19,Iphone thats it,5,Quality class
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,Worth the money,5,Excellent worth every penny
Apple iPhone XR (64GB) - Black,0,0, India ,11/21/19,Very nice phone,5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,Value for money,4,Performance simplified
Apple iPhone XR (64GB) - Black,0,0, India ,10/28/19,Excellent phone,5,Good but price is a bit high
Apple iPhone XR (64GB) - Black,0,0, India ,1/24/20,VERY NICE PHONE,5,Very nice phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/9/19,Overall is good,5,Nice product
Apple iPhone XR (64GB) - Black,0,0, India ,11/11/19,Value for Money,5,Value for money
Apple iPhone XR (64GB) - Black,0,0, India ,11/24/19,Very good phone,3,iPhone XR review
Apple iPhone XR (64GB) - Black,0,0, India ,11/25/19,Value for money,5,Beast
Apple iPhone XR (64GB) - Black,0,0, India ,11/14/19,Worth for money,5,Nice product
Apple iPhone XR (64GB) - Black,0,0, India ,11/9/19,Very good phone,5,Phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/11/19,Awesome product,5,Awesome Product
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,Value for money,5,Nice
Apple iPhone XR (64GB) - Black,0,0, India ,11/1/19,Superb Phone...,5,The perfect Smartphone
Apple iPhone XR (64GB) - Black,0,0, India ,11/7/19,Awesome,5,Awesome
Apple iPhone XR (64GB) - Black,0,0, India ,11/18/19,Awesome,5,😍
Apple iPhone XR (64GB) - Black,0,0, India ,11/27/19,Awesome,5,Awesome
Apple iPhone XR (64GB) - Black,0,0, India ,8/21/19,Awesome,5,Awesome product by apple
Apple iPhone XR (64GB) - Black,0,0, India ,3/7/20,It’s ok,5,iPhone XR
Apple iPhone XR (64GB) - Black,0,0, India ,11/11/19,Amazing,5,Amazingly Amazon
Apple iPhone XR (64GB) - Black,0,0, India ,11/10/19,Amazing,5,Product red is best
Apple iPhone XR (64GB) - Black,0,0, India ,11/20/19,Awesome,5,Superb
Apple iPhone XR (64GB) - Black,0,0, India ,3/5/20,Awesome,5,Awesome
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,awesome,4,awesome
Apple iPhone XR (64GB) - Black,0,0, India ,11/29/19,Excellent,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,7/28/19,Heating problem,3,Heating problem
Apple iPhone XR (64GB) - Black,0,0, India ,10/2/19,Excellent and quick,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,9/4/19,Ok,5,Ok
Apple iPhone XR (64GB) - Black,0,0, India ,11/10/19,👍👍👍,5,V good
Apple iPhone XR (64GB) - Black,0,0, India ,10/1/19,nice product.. i luv this...,5,nice one
Apple iPhone XR (64GB) - Black,0,0, India ,6/20/19,Just awesome,5,Loving it
Apple iPhone XR (64GB) - Black,0,0, India ,8/1/19,camera quality,5,display
Apple iPhone XR (64GB) - Black,0,0, India ,8/14/19,Best iPhone till date..,5,Amazing Phone
Apple iPhone XR (64GB) - Black,0,0, India ,6/23/19,The USB cable is missing in the box,4,Missing Item in the box
Apple iPhone XR (64GB) - Black,0,0, India ,12/25/19,Finally owned a iphone,5,Awesome phone
Apple iPhone XR (64GB) - Black,0,0, India ,12/17/19,Amazing product to buy,5,Its a great deal grab it
Apple iPhone XR (64GB) - Black,0,0, India ,3/22/20,Charger is not working,2,iPhone XR charger not working
Apple iPhone XR (64GB) - Black,0,0, India ,11/10/19,Performance is great!!,5,😁
Apple iPhone XR (64GB) - Black,0,0, India ,11/14/19,Battry life rust ha...,3,Best..... But not wonderfull
Apple iPhone XR (64GB) - Black,0,0, India ,3/2/20,This phone is very bad,1,No question
Apple iPhone XR (64GB) - Black,0,0, India ,10/18/19,Excellent bettary life,5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,3/9/20,Camera quality is good,4,Superb
Apple iPhone XR (64GB) - Black,0,0, India ,1/23/20,Best worthy investment,5,IphoneXr
Apple iPhone XR (64GB) - Black,0,0, India ,12/25/19,Overall gr8 experience,5,Gr8 purchase
Apple iPhone XR (64GB) - Black,0,0, India ,11/1/19,Amazing battery backup,5,Value for money
Apple iPhone XR (64GB) - Black,0,0, India ,1/14/20,Worst phone i ever had,1,Worst
Apple iPhone XR (64GB) - Black,0,0, India ,1/25/20,Best in camera quality,5,Best phone ever
Apple iPhone XR (64GB) - Black,0,0, India ,8/30/19,Everything is just fab,4,Battery is good
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,Price and product good,5,Amazing
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,Great battery back up.,5,Great
Apple iPhone XR (64GB) - Black,0,0, India ,11/15/19,XR is the best,5,Absolutely awesome
Apple iPhone XR (64GB) - Black,0,0, India ,1/23/20,No comments 🙂,5,Iphone XR 👌🏼
Apple iPhone XR (64GB) - Black,0,0, India ,12/22/19,Superrrr phone,5,Great service and delivery from Amazon.
Apple iPhone XR (64GB) - Black,0,0, India ,10/22/19,Simply awesome,5,Its the true beauty
Apple iPhone XR (64GB) - Black,0,0, India ,11/7/19,This is osm 👌,5,Nice 👍
Apple iPhone XR (64GB) - Black,0,0, India ,12/11/19,Iits good,5,Its freaking good
Apple iPhone XR (64GB) - Black,0,0, India ,11/7/19,Superb,5,Superb and fast delivery 👌
Apple iPhone XR (64GB) - Black,0,0, India ,12/7/19,Best iphone ever,5,Truly worth money
Apple iPhone XR (64GB) - Black,0,0, India ,10/22/19,Awesome products,5,Love this phone...
Apple iPhone XR (64GB) - Black,0,0, India ,10/10/19,Amazing,5,Perfect
Apple iPhone XR (64GB) - Black,0,0, India ,11/8/19,Awesome to have this,5,Love it
Apple iPhone XR (64GB) - Black,0,0, India ,11/30/19,Not any lag,5,Very smooth
Apple iPhone XR (64GB) - Black,0,0, India ,6/12/19,Battery life is awesome...,5,Battery life
Apple iPhone XR (64GB) - Black,0,0, India ,6/25/19,The product came very good,5,Phone
Apple iPhone XR (64GB) - Black,0,0, India ,8/16/19,Great purchase,5,Highly satisfied
Apple iPhone XR (64GB) - Black,0,0, India ,10/28/19,Very nice,5,I luv this
Apple iPhone XR (64GB) - Black,0,0, India ,8/31/19,Very good,5,Very good
Apple iPhone XR (64GB) - Black,0,0, India ,1/4/20,Best iphone ever used,5,Best of best
Apple iPhone XR (64GB) - Black,0,0, India ,1/28/20,Nice phone best price,5,Sanjeev
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,Touch pad is too slow,2,Touch pad issues
Apple iPhone XR (64GB) - Black,0,0, India ,12/5/19,Must buy this product,5,Iphone XR
Apple iPhone XR (64GB) - Black,0,0, India ,11/12/19,Awesome phone love it,5,Great Phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/19/19,It’s good but in sale,5,Awesome
Apple iPhone XR (64GB) - Black,0,0, India ,12/11/19,Not upto expectations,3,Not really satisfied
Apple iPhone XR (64GB) - Black,0,0, India ,11/11/19,Best phone in iPhones,5,Best phone in iPhone
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,No fingerprint sensor,5,Xr
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,Battery life not good,1,Battery life not ggod
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,Battery life not good,1,Battery life not ggod
Apple iPhone XR (64GB) - Black,0,0, India ,1/3/20,Everything is perfect,5,Must buy
Apple iPhone XR (64GB) - Black,0,0, India ,11/21/19,The phone is very osm,5,We dont have to look the performance of iPhone
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,Camera quality I like,4,Best phone
Apple iPhone XR (64GB) - Black,0,0, India ,12/5/19,Apple is always best.,5,Best quality
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,Awesome phone,5,Awesome phone
Apple iPhone XR (64GB) - Black,0,0, India ,1/17/20,Amazing phone,5,Just awesome
Apple iPhone XR (64GB) - Black,0,0, India ,3/22/20,Superb camera,5,Camera quality is superb
Apple iPhone XR (64GB) - Black,0,0, India ,11/20/19,Super sa uper,5,Jakas maza a gya
Apple iPhone XR (64GB) - Black,0,0, India ,11/29/19,Amazing Phone,5,Must Buy
Apple iPhone XR (64GB) - Black,0,0, India ,11/9/19,Great product,5,So good looking iPhone Xr
Apple iPhone XR (64GB) - Black,0,0, India ,10/26/19,Worth upgrade,5,Go for it
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,Good decision,5,Go for it
Apple iPhone XR (64GB) - Black,0,0, India ,11/10/19,Awesome phone,5,Good quality at good price
Apple iPhone XR (64GB) - Black,0,0, India ,10/3/19,Amazing phone,5,Superb
Apple iPhone XR (64GB) - Black,0,0, India ,1/9/20,Awesome phone,5,Awesome phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/20/19,Good not best,3,Good not best
Apple iPhone XR (64GB) - Black,0,0, India ,1/8/20,Phone is good,4,Good
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,Good quality.,4,Nyc
Apple iPhone XR (64GB) - Black,0,0, India ,10/7/19,Excellent product,5,Best offer receive
Apple iPhone XR (64GB) - Black,0,0, India ,6/7/19,Outstanding 👌👌👌👌👌 iPhone XR  📱,4,4
Apple iPhone XR (64GB) - Black,0,0, India ,4/10/19,Required fingerprint,5,Best product
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,Super,5,Nice
Apple iPhone XR (64GB) - Black,0,0, India ,11/12/19,V nic,5,V good product
Apple iPhone XR (64GB) - Black,0,0, India ,1/16/20,Great,4,Goood
Apple iPhone XR (64GB) - Black,0,0, India ,7/14/19,Excellent phone,5,Xcellent XR
Apple iPhone XR (64GB) - Black,0,0, India ,10/7/19,But display very veek,4,Display very vik
Apple iPhone XR (64GB) - Black,0,0, India ,10/5/19,very nice,5,it's call iphone
Apple iPhone XR (64GB) - Black,0,0, India ,7/10/19,Overpriced but good to use,5,Not good not bad
Apple iPhone XR (64GB) - Black,0,0, India ,5/11/19,Just love it,5,Love
Apple iPhone XR (64GB) - Black,0,0, India ,11/9/19,Picture quality is very poor. And battery,3,Not satisfying
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,The phone is great,5,iPhone XR 64gb
Apple iPhone XR (64GB) - Black,0,0, India ,11/26/19,awesome,5,👍🏻
Apple iPhone XR (64GB) - Black,0,0, India ,10/7/19,Super extra ordinary,5,Super
Apple iPhone XR (64GB) - Black,0,0, India ,12/1/19,all features amazing,5,great product
Apple iPhone XR (64GB) - Black,0,0, India ,3/6/20,Amazing battery life,5,Paisa vasool
Apple iPhone XR (64GB) - Black,0,0, India ,3/7/20,Battery life so good,5,Go for it
